"","pais","sexo","rango_edad","tasa_suicidio"
"585","Bahrain"," Female","70to79",4.2
"586","Bangladesh"," Both sexes","70to79",12.8
"587","Bangladesh"," Male","70to79",19.2
"588","Bangladesh"," Female","70to79",6.4
"589","Barbados"," Both sexes","70to79",4.4
"590","Barbados"," Male","70to79",0
"591","Barbados"," Female","70to79",7.8
"592","Belarus"," Both sexes","70to79",32.4
"593","Belarus"," Male","70to79",76.8
"594","Belarus"," Female","70to79",11.4
"595","Belgium"," Both sexes","70to79",27.5
"596","Belgium"," Male","70to79",37.2
"597","Belgium"," Female","70to79",19.6
"598","Belize"," Both sexes","70to79",18
"599","Belize"," Male","70to79",29
"600","Belize"," Female","70to79",7
"601","Benin"," Both sexes","70to79",60.4
"602","Benin"," Male","70to79",81.1
"603","Benin"," Female","70to79",45.8
"604","Bhutan"," Both sexes","70to79",13.7
"605","Bhutan"," Male","70to79",17.1
"606","Bhutan"," Female","70to79",9.6
"607","Bolivia (Plurinational State of)"," Both sexes","70to79",13.4
"608","Bolivia (Plurinational State of)"," Male","70to79",18
"609","Bolivia (Plurinational State of)"," Female","70to79",9.2
"610","Bosnia and Herzegovina"," Both sexes","70to79",19.6
"611","Bosnia and Herzegovina"," Male","70to79",34.9
"612","Bosnia and Herzegovina"," Female","70to79",8.6
"613","Botswana"," Both sexes","70to79",32
"614","Botswana"," Male","70to79",49.6
"615","Botswana"," Female","70to79",20.3
"616","Brazil"," Both sexes","70to79",11.9
"617","Brazil"," Male","70to79",19.4
"618","Brazil"," Female","70to79",6.3
"619","Brunei Darussalam"," Both sexes","70to79",9.8
"620","Brunei Darussalam"," Male","70to79",11.4
"621","Brunei Darussalam"," Female","70to79",8.4
"622","Bulgaria"," Both sexes","70to79",23.2
"623","Bulgaria"," Male","70to79",41.3
"624","Bulgaria"," Female","70to79",11
"625","Burkina Faso"," Both sexes","70to79",68
"626","Burkina Faso"," Male","70to79",111.6
"627","Burkina Faso"," Female","70to79",40.5
"628","Burundi"," Both sexes","70to79",58.2
"629","Burundi"," Male","70to79",94
"630","Burundi"," Female","70to79",28.3
"631","Cabo Verde"," Both sexes","70to79",61.3
"632","Cabo Verde"," Male","70to79",95.8
"633","Cabo Verde"," Female","70to79",39.8
"634","Cambodia"," Both sexes","70to79",13.1
"635","Cambodia"," Male","70to79",21.6
"636","Cambodia"," Female","70to79",7.4
"637","Cameroon"," Both sexes","70to79",78.1
"638","Cameroon"," Male","70to79",97.2
"639","Cameroon"," Female","70to79",62
"640","Canada"," Both sexes","70to79",12.1
"641","Canada"," Male","70to79",19.5
"642","Canada"," Female","70to79",5.5
"643","Central African Republic"," Both sexes","70to79",37
"644","Central African Republic"," Male","70to79",59.8
"645","Central African Republic"," Female","70to79",19.3
"646","Chad"," Both sexes","70to79",55.9
"647","Chad"," Male","70to79",49.4
"648","Chad"," Female","70to79",61.5
"649","Chile"," Both sexes","70to79",15.5
"650","Chile"," Male","70to79",30.2
"651","Chile"," Female","70to79",4.1
"652","China"," Both sexes","70to79",44
"653","China"," Male","70to79",51.2
"654","China"," Female","70to79",37.1
"655","Colombia"," Both sexes","70to79",10.1
"656","Colombia"," Male","70to79",20.6
"657","Colombia"," Female","70to79",1.9
"658","Comoros"," Both sexes","70to79",50.1
"659","Comoros"," Male","70to79",85.6
"660","Comoros"," Female","70to79",21.1
"661","Congo"," Both sexes","70to79",36.8
"662","Congo"," Male","70to79",57.8
"663","Congo"," Female","70to79",19
"664","Costa Rica"," Both sexes","70to79",8.7
"665","Costa Rica"," Male","70to79",17.4
"666","Costa Rica"," Female","70to79",0.9
"667","Côte d'Ivoire"," Both sexes","70to79",88.4
"668","Côte d'Ivoire"," Male","70to79",123.2
"669","Côte d'Ivoire"," Female","70to79",46.5
"670","Croatia"," Both sexes","70to79",30.7
"671","Croatia"," Male","70to79",52.9
"672","Croatia"," Female","70to79",15.6
"673","Cuba"," Both sexes","70to79",32.7
"674","Cuba"," Male","70to79",54.4
"675","Cuba"," Female","70to79",13.1
"676","Cyprus"," Both sexes","70to79",7.4
"677","Cyprus"," Male","70to79",14.7
"678","Cyprus"," Female","70to79",1.2
"679","Czechia"," Both sexes","70to79",18.8
"680","Czechia"," Male","70to79",36.1
"681","Czechia"," Female","70to79",6.1
"682","Democratic People's Republic of Korea"," Both sexes","70to79",33.8
"683","Democratic People's Republic of Korea"," Male","70to79",69.8
"684","Democratic People's Republic of Korea"," Female","70to79",14.2
"685","Democratic Republic of the Congo"," Both sexes","70to79",39.3
"686","Democratic Republic of the Congo"," Male","70to79",61.5
"687","Democratic Republic of the Congo"," Female","70to79",21.5
"688","Denmark"," Both sexes","70to79",20
"689","Denmark"," Male","70to79",29.1
"690","Denmark"," Female","70to79",11.8
"691","Djibouti"," Both sexes","70to79",33.8
"692","Djibouti"," Male","70to79",50.9
"693","Djibouti"," Female","70to79",18.9
"694","Dominican Republic"," Both sexes","70to79",16.8
"695","Dominican Republic"," Male","70to79",28
"696","Dominican Republic"," Female","70to79",6.6
"697","Ecuador"," Both sexes","70to79",10.8
"698","Ecuador"," Male","70to79",18.6
"699","Ecuador"," Female","70to79",4
"700","Egypt"," Both sexes","70to79",6.5
"701","Egypt"," Male","70to79",10.8
"702","Egypt"," Female","70to79",3.2
"703","El Salvador"," Both sexes","70to79",11
"704","El Salvador"," Male","70to79",22.3
"705","El Salvador"," Female","70to79",2.3
"706","Equatorial Guinea"," Both sexes","70to79",68.1
"707","Equatorial Guinea"," Male","70to79",106.8
"708","Equatorial Guinea"," Female","70to79",31.1
"709","Eritrea"," Both sexes","70to79",62.8
"710","Eritrea"," Male","70to79",105
"711","Eritrea"," Female","70to79",27.3
"712","Estonia"," Both sexes","70to79",28.3
"713","Estonia"," Male","70to79",59.5
"714","Estonia"," Female","70to79",11.4
"715","Eswatini"," Both sexes","70to79",31.5
"716","Eswatini"," Male","70to79",44.5
"717","Eswatini"," Female","70to79",22.8
"718","Ethiopia"," Both sexes","70to79",51.4
"719","Ethiopia"," Male","70to79",86.3
"720","Ethiopia"," Female","70to79",21
"721","Fiji"," Both sexes","70to79",14.3
"722","Fiji"," Male","70to79",18
"723","Fiji"," Female","70to79",11.3
"724","Finland"," Both sexes","70to79",18.7
"725","Finland"," Male","70to79",29.5
"726","Finland"," Female","70to79",9.7
"727","France"," Both sexes","70to79",27.2
"728","France"," Male","70to79",37.2
"729","France"," Female","70to79",18.5
"730","Gabon"," Both sexes","70to79",41.1
"731","Gabon"," Male","70to79",67.4
"732","Gabon"," Female","70to79",19.4
"733","Gambia"," Both sexes","70to79",52.5
"734","Gambia"," Male","70to79",63
"735","Gambia"," Female","70to79",41.6
"736","Georgia"," Both sexes","70to79",15.3
"737","Georgia"," Male","70to79",29.4
"738","Georgia"," Female","70to79",6.8
"739","Germany"," Both sexes","70to79",23.2
"740","Germany"," Male","70to79",35.8
"741","Germany"," Female","70to79",12.5
"742","Ghana"," Both sexes","70to79",46.9
"743","Ghana"," Male","70to79",88.5
"744","Ghana"," Female","70to79",12
"745","Greece"," Both sexes","70to79",6.4
"746","Greece"," Male","70to79",12
"747","Greece"," Female","70to79",1.8
"748","Grenada"," Both sexes","70to79",0
"749","Grenada"," Male","70to79",0
"750","Grenada"," Female","70to79",0
"751","Guatemala"," Both sexes","70to79",2.8
"752","Guatemala"," Male","70to79",5.3
"753","Guatemala"," Female","70to79",0.8
"754","Guinea"," Both sexes","70to79",50.5
"755","Guinea"," Male","70to79",55.1
"756","Guinea"," Female","70to79",46.5
"757","Guinea-Bissau"," Both sexes","70to79",42.4
"758","Guinea-Bissau"," Male","70to79",46.5
"759","Guinea-Bissau"," Female","70to79",39.4
"760","Guyana"," Both sexes","70to79",29.8
"761","Guyana"," Male","70to79",53.6
"762","Guyana"," Female","70to79",9.9
"763","Haiti"," Both sexes","70to79",12.7
"764","Haiti"," Male","70to79",20.6
"765","Haiti"," Female","70to79",6.4
"766","Honduras"," Both sexes","70to79",5.3
"767","Honduras"," Male","70to79",7.8
"768","Honduras"," Female","70to79",3.3
"769","Hungary"," Both sexes","70to79",37.3
"770","Hungary"," Male","70to79",67.5
"771","Hungary"," Female","70to79",19
"772","Iceland"," Both sexes","70to79",8.5
"773","Iceland"," Male","70to79",12.2
"774","Iceland"," Female","70to79",5.1
"775","India"," Both sexes","70to79",21.9
"776","India"," Male","70to79",25.3
"777","India"," Female","70to79",18.9
"778","Indonesia"," Both sexes","70to79",7.9
"779","Indonesia"," Male","70to79",12
"780","Indonesia"," Female","70to79",4.6
"781","Iran (Islamic Republic of)"," Both sexes","70to79",8.8
"782","Iran (Islamic Republic of)"," Male","70to79",11.4
"783","Iran (Islamic Republic of)"," Female","70to79",5.7
"784","Iraq"," Both sexes","70to79",5.8
"785","Iraq"," Male","70to79",7.1
"786","Iraq"," Female","70to79",4.8
"787","Ireland"," Both sexes","70to79",8.2
"788","Ireland"," Male","70to79",13
"789","Ireland"," Female","70to79",3.8
"790","Israel"," Both sexes","70to79",9.8
"791","Israel"," Male","70to79",13.6
"792","Israel"," Female","70to79",6.6
"793","Italy"," Both sexes","70to79",13.3
"794","Italy"," Male","70to79",20.6
"795","Italy"," Female","70to79",7.2
"796","Jamaica"," Both sexes","70to79",3.7
"797","Jamaica"," Male","70to79",5.5
"798","Jamaica"," Female","70to79",2.1
"799","Japan"," Both sexes","70to79",25.7
"800","Japan"," Male","70to79",35.5
"801","Japan"," Female","70to79",17.5
"802","Jordan"," Both sexes","70to79",9.9
"803","Jordan"," Male","70to79",14.2
"804","Jordan"," Female","70to79",6
"805","Kazakhstan"," Both sexes","70to79",30
"806","Kazakhstan"," Male","70to79",61.9
"807","Kazakhstan"," Female","70to79",13.2
"808","Kenya"," Both sexes","70to79",28
"809","Kenya"," Male","70to79",49
"810","Kenya"," Female","70to79",11.1
"811","Kiribati"," Both sexes","70to79",18.8
"812","Kiribati"," Male","70to79",30.5
"813","Kiribati"," Female","70to79",11.3
"814","Kuwait"," Both sexes","70to79",4.9
"815","Kuwait"," Male","70to79",0
"816","Kuwait"," Female","70to79",11.7
"817","Kyrgyzstan"," Both sexes","70to79",9
"818","Kyrgyzstan"," Male","70to79",18
"819","Kyrgyzstan"," Female","70to79",3.3
"820","Lao People's Democratic Republic"," Both sexes","70to79",16.5
"821","Lao People's Democratic Republic"," Male","70to79",25.7
"822","Lao People's Democratic Republic"," Female","70to79",9.5
"823","Latvia"," Both sexes","70to79",23.7
"824","Latvia"," Male","70to79",54.5
"825","Latvia"," Female","70to79",8.2
"826","Lebanon"," Both sexes","70to79",7.6
"827","Lebanon"," Male","70to79",11.2
"828","Lebanon"," Female","70to79",4
"829","Lesotho"," Both sexes","70to79",97.1
"830","Lesotho"," Male","70to79",45.4
"831","Lesotho"," Female","70to79",133.7
"832","Liberia"," Both sexes","70to79",86.9
"833","Liberia"," Male","70to79",75.2
"834","Liberia"," Female","70to79",97.1
"835","Libya"," Both sexes","70to79",9.8
"836","Libya"," Male","70to79",16.1
"837","Libya"," Female","70to79",4.4
"838","Lithuania"," Both sexes","70to79",37.5
"839","Lithuania"," Male","70to79",81.6
"840","Lithuania"," Female","70to79",13.9
"841","Luxembourg"," Both sexes","70to79",38.5
"842","Luxembourg"," Male","70to79",50.2
"843","Luxembourg"," Female","70to79",28.6
"844","Madagascar"," Both sexes","70to79",35.9
"845","Madagascar"," Male","70to79",57.6
"846","Madagascar"," Female","70to79",18.1
"847","Malawi"," Both sexes","70to79",46.6
"848","Malawi"," Male","70to79",80.1
"849","Malawi"," Female","70to79",21.6
"850","Malaysia"," Both sexes","70to79",24.3
"851","Malaysia"," Male","70to79",33.6
"852","Malaysia"," Female","70to79",15.6
"853","Maldives"," Both sexes","70to79",14
"854","Maldives"," Male","70to79",19.5
"855","Maldives"," Female","70to79",8.2
"856","Mali"," Both sexes","70to79",39.4
"857","Mali"," Male","70to79",60.1
"858","Mali"," Female","70to79",23.3
"859","Malta"," Both sexes","70to79",8.8
"860","Malta"," Male","70to79",14
"861","Malta"," Female","70to79",4.3
"862","Mauritania"," Both sexes","70to79",37.3
"863","Mauritania"," Male","70to79",61.9
"864","Mauritania"," Female","70to79",19.6
"865","Mauritius"," Both sexes","70to79",5.5
"866","Mauritius"," Male","70to79",12.9
"867","Mauritius"," Female","70to79",0
"868","Mexico"," Both sexes","70to79",7.9
"869","Mexico"," Male","70to79",13
"870","Mexico"," Female","70to79",3.3
"871","Micronesia (Federated States of)"," Both sexes","70to79",17.6
"872","Micronesia (Federated States of)"," Male","70to79",25.4
"873","Micronesia (Federated States of)"," Female","70to79",11.7
"874","Mongolia"," Both sexes","70to79",15.9
"875","Mongolia"," Male","70to79",27.4
"876","Mongolia"," Female","70to79",7.4
"877","Montenegro"," Both sexes","70to79",25.3
"878","Montenegro"," Male","70to79",40.5
"879","Montenegro"," Female","70to79",14.5
"880","Morocco"," Both sexes","70to79",7.9
"881","Morocco"," Male","70to79",7.5
"882","Morocco"," Female","70to79",8.2
"883","Mozambique"," Both sexes","70to79",41.9
"884","Mozambique"," Male","70to79",72
"885","Mozambique"," Female","70to79",20.4
"886","Myanmar"," Both sexes","70to79",15.7
"887","Myanmar"," Male","70to79",14.4
"888","Myanmar"," Female","70to79",16.7
"889","Namibia"," Both sexes","70to79",26.5
"890","Namibia"," Male","70to79",44.2
"891","Namibia"," Female","70to79",14.8
"892","Nepal"," Both sexes","70to79",18.4
"893","Nepal"," Male","70to79",24.8
"894","Nepal"," Female","70to79",12.7
"895","Netherlands"," Both sexes","70to79",16.9
"896","Netherlands"," Male","70to79",21.2
"897","Netherlands"," Female","70to79",13
"898","New Zealand"," Both sexes","70to79",9
"899","New Zealand"," Male","70to79",16.5
"900","New Zealand"," Female","70to79",2.2
"901","Nicaragua"," Both sexes","70to79",7.9
"902","Nicaragua"," Male","70to79",15.4
"903","Nicaragua"," Female","70to79",1.8
"904","Niger"," Both sexes","70to79",42.1
"905","Niger"," Male","70to79",49.6
"906","Niger"," Female","70to79",36.2
"907","Nigeria"," Both sexes","70to79",86.9
"908","Nigeria"," Male","70to79",74
"909","Nigeria"," Female","70to79",98.6
"910","Norway"," Both sexes","70to79",12.4
"911","Norway"," Male","70to79",17.4
"912","Norway"," Female","70to79",7.9
"913","Oman"," Both sexes","70to79",5.6
"914","Oman"," Male","70to79",8.5
"915","Oman"," Female","70to79",2.5
"916","Pakistan"," Both sexes","70to79",4
"917","Pakistan"," Male","70to79",4
"918","Pakistan"," Female","70to79",4
"919","Panama"," Both sexes","70to79",7
"920","Panama"," Male","70to79",13.5
"921","Panama"," Female","70to79",1.2
"922","Papua New Guinea"," Both sexes","70to79",12
"923","Papua New Guinea"," Male","70to79",17.1
"924","Papua New Guinea"," Female","70to79",8.2
"925","Paraguay"," Both sexes","70to79",7.8
"926","Paraguay"," Male","70to79",12.9
"927","Paraguay"," Female","70to79",3.1
"928","Peru"," Both sexes","70to79",8.7
"929","Peru"," Male","70to79",13.9
"930","Peru"," Female","70to79",4.1
"931","Philippines"," Both sexes","70to79",8.7
"932","Philippines"," Male","70to79",13.3
"933","Philippines"," Female","70to79",5.3
"934","Poland"," Both sexes","70to79",16
"935","Poland"," Male","70to79",33.3
"936","Poland"," Female","70to79",4.7
"937","Portugal"," Both sexes","70to79",28.7
"938","Portugal"," Male","70to79",48.4
"939","Portugal"," Female","70to79",13.6
"940","Qatar"," Both sexes","70to79",8.7
"941","Qatar"," Male","70to79",11.5
"942","Qatar"," Female","70to79",3.4
"943","Republic of Korea"," Both sexes","70to79",64.5
"944","Republic of Korea"," Male","70to79",104.4
"945","Republic of Korea"," Female","70to79",33.4
"946","Republic of Moldova"," Both sexes","70to79",13.6
"947","Republic of Moldova"," Male","70to79",23.4
"948","Republic of Moldova"," Female","70to79",7.9
"949","Republic of North Macedonia"," Both sexes","70to79",19.1
"950","Republic of North Macedonia"," Male","70to79",32.7
"951","Republic of North Macedonia"," Female","70to79",8.4
"952","Romania"," Both sexes","70to79",16.2
"953","Romania"," Male","70to79",32.3
"954","Romania"," Female","70to79",5.8
"955","Russian Federation"," Both sexes","70to79",35.2
"956","Russian Federation"," Male","70to79",76.6
"957","Russian Federation"," Female","70to79",15.6
"958","Rwanda"," Both sexes","70to79",48.3
"959","Rwanda"," Male","70to79",76.9
"960","Rwanda"," Female","70to79",28.4
"961","Saint Lucia"," Both sexes","70to79",9.5
"962","Saint Lucia"," Male","70to79",20.8
"963","Saint Lucia"," Female","70to79",0
"964","Saint Vincent and the Grenadines"," Both sexes","70to79",9
"965","Saint Vincent and the Grenadines"," Male","70to79",19.5
"966","Saint Vincent and the Grenadines"," Female","70to79",0
"967","Samoa"," Both sexes","70to79",15.7
"968","Samoa"," Male","70to79",26.2
"969","Samoa"," Female","70to79",7.7
"970","Sao Tome and Principe"," Both sexes","70to79",7.4
"971","Sao Tome and Principe"," Male","70to79",10.4
"972","Sao Tome and Principe"," Female","70to79",5.9
"973","Saudi Arabia"," Both sexes","70to79",8.2
"974","Saudi Arabia"," Male","70to79",12.3
"975","Saudi Arabia"," Female","70to79",3.7
"976","Senegal"," Both sexes","70to79",70.8
"977","Senegal"," Male","70to79",121
"978","Senegal"," Female","70to79",33.1
"979","Serbia"," Both sexes","70to79",43.2
"980","Serbia"," Male","70to79",70.6
"981","Serbia"," Female","70to79",23
"982","Seychelles"," Both sexes","70to79",18.6
"983","Seychelles"," Male","70to79",35.2
"984","Seychelles"," Female","70to79",5.9
"985","Sierra Leone"," Both sexes","70to79",65.6
"986","Sierra Leone"," Male","70to79",66.9
"987","Sierra Leone"," Female","70to79",64.4
"988","Singapore"," Both sexes","70to79",22.8
"989","Singapore"," Male","70to79",36.5
"990","Singapore"," Female","70to79",11
"991","Slovakia"," Both sexes","70to79",19.5
"992","Slovakia"," Male","70to79",43
"993","Slovakia"," Female","70to79",4.8
"994","Slovenia"," Both sexes","70to79",35.8
"995","Slovenia"," Male","70to79",60
"996","Slovenia"," Female","70to79",17
"997","Solomon Islands"," Both sexes","70to79",13.7
"998","Solomon Islands"," Male","70to79",18
"999","Solomon Islands"," Female","70to79",9.1
"1000","Somalia"," Both sexes","70to79",34.2
"1001","Somalia"," Male","70to79",48.9
"1002","Somalia"," Female","70to79",20.7
"1003","South Africa"," Both sexes","70to79",28.1
"1004","South Africa"," Male","70to79",48.9
"1005","South Africa"," Female","70to79",15.5
"1006","South Sudan"," Both sexes","70to79",27.6
"1007","South Sudan"," Male","70to79",39.4
"1008","South Sudan"," Female","70to79",17.5
"1009","Spain"," Both sexes","70to79",14.2
"1010","Spain"," Male","70to79",22.7
"1011","Spain"," Female","70to79",7.2
"1012","Sri Lanka"," Both sexes","70to79",27.2
"1013","Sri Lanka"," Male","70to79",46.1
"1014","Sri Lanka"," Female","70to79",13
"1015","Sudan"," Both sexes","70to79",6.9
"1016","Sudan"," Male","70to79",10.5
"1017","Sudan"," Female","70to79",3.7
"1018","Suriname"," Both sexes","70to79",40.6
"1019","Suriname"," Male","70to79",65.3
"1020","Suriname"," Female","70to79",23.2
"1021","Sweden"," Both sexes","70to79",18.4
"1022","Sweden"," Male","70to79",26.1
"1023","Sweden"," Female","70to79",11.2
"1024","Switzerland"," Both sexes","70to79",28.1
